"municipality_name","street_key","street_name","housenumber","easting","northing"
"Stadt Flensburg","00337","Klueser Weg",,"526531035.00","6074235505.00"
"Stadt Flensburg","00337","Klueser Weg",,"526538122.00","6074229848.00"
"Stadt Flensburg","00337","Klueser Weg",,"526563722.00","6074225809.00"
"Stadt Flensburg","00593","Taubenstraße","7","526580670.00","6072561717.00"
"Stadt Flensburg","00233","Habichthof",,"526576924.00","6072555744.00"
"Stadt Flensburg","00233","Habichthof",,"526543153.00","6072554288.00"
"Stadt Flensburg","00233","Habichthof",,"526517046.00","6072534788.00"
"Stadt Flensburg","00162","Falkenstraße","14","526580727.00","6072538587.00"
"Stadt Flensburg","00166","Finkenstraße","2","526700138.00","6072518206.00"
"Stadt Flensburg","00166","Finkenstraße","6","526691216.00","6072545601.00"
"Stadt Flensburg","00162","Falkenstraße",,"526678398.00","6072559267.00"
"Stadt Flensburg","00162","Falkenstraße",,"526606204.00","6072555811.00"
"Stadt Flensburg","00162","Falkenstraße",,"526642072.00","6072557438.00"
"Stadt Flensburg","00166","Finkenstraße",,"526572516.00","6072749014.00"
"Stadt Flensburg","00166","Finkenstraße",,"526607205.00","6072717408.00"
"Stadt Flensburg","00166","Finkenstraße",,"526637016.00","6072689856.00"
"Stadt Flensburg","00166","Finkenstraße",,"526649616.00","6072655964.00"
"Stadt Flensburg","00166","Finkenstraße",,"526662152.00","6072623170.00"
"Stadt Flensburg","00166","Finkenstraße",,"526547492.00","6072771752.00"
"Stadt Flensburg","00166","Finkenstraße",,"526519850.00","6072796180.00"
"Stadt Flensburg","00166","Finkenstraße",,"526487002.00","6072825473.00"
"Stadt Flensburg","00127","Dorotheenstraße",,"526744722.00","6073195472.00"
"Stadt Flensburg","00127","Dorotheenstraße",,"526767531.00","6073217062.00"
"Stadt Flensburg","00127","Dorotheenstraße",,"526793066.00","6073241076.00"
"Stadt Flensburg","00177","Freyastraße",,"526754760.00","6073210902.00"
"Stadt Flensburg","00177","Freyastraße",,"526701007.00","6073249899.00"
"Stadt Flensburg","00177","Freyastraße",,"526679875.00","6073241367.00"
"Stadt Flensburg","00177","Freyastraße",,"526724665.00","6073247252.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526674104.00","6073130357.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526669957.00","6073127468.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526717331.00","6073169177.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526698980.00","6073151611.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526653922.00","6073108999.00"
"Stadt Flensburg","00069","Bauer Landstraße","110","526568993.00","6073161442.00"
"Stadt Flensburg","00664","Wielandweg","2","526600420.00","6073180618.00"
"Stadt Flensburg","00664","Wielandweg","2","526613585.00","6073177756.00"
"Stadt Flensburg","00664","Wielandweg","10","526633095.00","6073153405.00"
"Stadt Flensburg","00664","Wielandweg","16","526653877.00","6073127914.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526646098.00","6073085365.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526610937.00","6073078509.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526685756.00","6073033893.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526646517.00","6073052196.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526592886.00","6073057198.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526564358.00","6073033288.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526629564.00","6073085277.00"
"Stadt Flensburg","00069","Bauer Landstraße","100","526591610.00","6073108898.00"
"Stadt Flensburg","00069","Bauer Landstraße",,"526576008.00","6073108471.00"
"Stadt Flensburg","00069","Bauer Landstraße","118","526525312.00","6073190068.00"
"Stadt Flensburg","00069","Bauer Landstraße","106","526570940.00","6073133797.00"
"Stadt Flensburg","00069","Bauer Landstraße","122","526507128.00","6073212882.00"
"Stadt Flensburg","00069","Bauer Landstraße","126","526486415.00","6073238491.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526643504.00","6074176778.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526669183.00","6074166934.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526666891.00","6074129909.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526670106.00","6074113663.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526725707.00","6074098597.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg","112","526751445.00","6074084277.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg","106","526782448.00","6074068051.00"
"Stadt Flensburg","00635","Ulmenallee","10","526753007.00","6074010927.00"
"Stadt Flensburg","00635","Ulmenallee","2","526797552.00","6074035204.00"
"Stadt Flensburg","00635","Ulmenallee","6","526775071.00","6074023464.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg","102","526811812.00","6074049707.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526840095.00","6074025200.00"
"Stadt Flensburg","00652","Waldeckestraße","11","526840227.00","6074127285.00"
"Stadt Flensburg","00491","Querstraße","7","526738285.00","6074137278.00"
"Stadt Flensburg","00652","Waldeckestraße","4","526772034.00","6074125901.00"
"Stadt Flensburg","00652","Waldeckestraße","10","526812169.00","6074107707.00"
"Stadt Flensburg","00652","Waldeckestraße",,"526868801.00","6074047020.00"
"Stadt Flensburg","00652","Waldeckestraße",,"526849399.00","6074090557.00"
"Stadt Flensburg","00652","Waldeckestraße",,"526902145.00","6074118187.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526703241.00","6074102601.00"
"Stadt Flensburg","00166","Finkenstraße",,"526457403.00","6072851630.00"
"Stadt Flensburg","00166","Finkenstraße",,"526426318.00","6072878064.00"
"Stadt Flensburg","00069","Bauer Landstraße",,"526798042.00","6072985295.00"
"Stadt Flensburg","00069","Bauer Landstraße",,"526838528.00","6072968528.00"
"Stadt Flensburg","00069","Bauer Landstraße",,"526874895.00","6072953467.00"
"Stadt Flensburg","00069","Bauer Landstraße",,"526765080.00","6072999487.00"
"Stadt Flensburg","00128","Drosselweg",,"526772317.00","6072987304.00"
"Stadt Flensburg","00128","Drosselweg",,"526759336.00","6072957315.00"
"Stadt Flensburg","00128","Drosselweg",,"526738116.00","6072934106.00"
"Stadt Flensburg","00128","Drosselweg",,"526690249.00","6072890127.00"
"Stadt Flensburg","00128","Drosselweg",,"526713239.00","6072912797.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526421662.00","6072889617.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526533720.00","6073009149.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526515687.00","6072985274.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526492273.00","6072960574.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526472401.00","6072940967.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526447050.00","6072913640.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526402724.00","6072872993.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526373686.00","6072846729.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526350655.00","6072827056.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526325417.00","6072806918.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526301731.00","6072787367.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526278960.00","6072765620.00"
"Stadt Flensburg","00020","Am Katharinenhof",,"526325057.00","6072774908.00"
"Stadt Flensburg","00555","Schulstraße",,"526687342.00","6074334530.00"
"Stadt Flensburg","00555","Schulstraße",,"526681977.00","6074286160.00"
"Stadt Flensburg","00555","Schulstraße","5","526685813.00","6074311169.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527117020.00","6074291008.00"
"Stadt Flensburg","00045","Apenrader Chaussee",,"527129633.00","6074490556.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527128140.00","6074457666.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527126654.00","6074424633.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527122635.00","6074391983.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527120730.00","6074358949.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527118873.00","6074324971.00"
"Stadt Flensburg","00177","Freyastraße",,"526652138.00","6073261847.00"
"Stadt Flensburg","00121","Cornelius-Hansen-Weg",,"526848946.00","6073256805.00"
"Stadt Flensburg","00121","Cornelius-Hansen-Weg","12","526868387.00","6073232675.00"
"Stadt Flensburg","00121","Cornelius-Hansen-Weg","10","526886920.00","6073210763.00"
"Stadt Flensburg","00121","Cornelius-Hansen-Weg","4","526904846.00","6073187399.00"
"Stadt Flensburg","00615","Trollseeweg",,"527428433.00","6073427932.00"
"Stadt Flensburg","00615","Trollseeweg",,"527445172.00","6073433484.00"
"Stadt Flensburg","00615","Trollseeweg",,"527467034.00","6073432076.00"
"Stadt Flensburg","00615","Trollseeweg",,"527473919.00","6073411719.00"
"Stadt Flensburg","00615","Trollseeweg",,"527482441.00","6073386520.00"
"Stadt Flensburg","00615","Trollseeweg",,"527475473.00","6073371574.00"
"Stadt Flensburg","00615","Trollseeweg",,"527450382.00","6073362984.00"
"Stadt Flensburg","00473","Peter-Chr-Hansen-Weg","12","526862973.00","6071814380.00"
"Stadt Flensburg","00192","Frösleer Hof","7","526257168.00","6073346888.00"
"Stadt Flensburg","00595","Teichgraeberweg",,"526089208.00","6073248707.00"
"Stadt Flensburg","00595","Teichgraeberweg",,"526076612.00","6073347388.00"
"Stadt Flensburg","00568","Sigurdstraße","52","526384728.00","6073512289.00"
"Stadt Flensburg","00568","Sigurdstraße","54a","526357444.00","6073522923.00"
"Stadt Flensburg","00568","Sigurdstraße","58","526330937.00","6073534155.00"
"Stadt Flensburg","00568","Sigurdstraße","62","526303262.00","6073545377.00"
"Stadt Flensburg","00568","Sigurdstraße","64","526276202.00","6073556540.00"
"Stadt Flensburg","00568","Sigurdstraße",,"526244191.00","6073554566.00"
"Stadt Flensburg","00568","Sigurdstraße",,"526219642.00","6073538064.00"
"Stadt Flensburg","00069","Bauer Landstraße","186","526245955.00","6073501343.00"
"Stadt Flensburg","00109","Am Moorbach",,"526760947.00","6073908416.00"
"Stadt Flensburg","00109","Am Moorbach",,"526727784.00","6073912317.00"
"Stadt Flensburg","00109","Am Moorbach","14","526694085.00","6073913351.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg","80","526889393.00","6073900930.00"
"Stadt Flensburg","00595","Teichgraeberweg",,"526090696.00","6073314920.00"
"Stadt Flensburg","00595","Teichgraeberweg",,"526104750.00","6073282419.00"
"Stadt Flensburg","00193","Frösleeweg",,"526051257.00","6073271229.00"
"Stadt Flensburg","00193","Frösleeweg",,"526080305.00","6073249293.00"
"Stadt Flensburg","00193","Frösleeweg",,"526098509.00","6073233976.00"
"Stadt Flensburg","00193","Frösleeweg",,"526126765.00","6073215835.00"
"Stadt Flensburg","00193","Frösleeweg",,"526156988.00","6073198808.00"
"Stadt Flensburg","00193","Frösleeweg",,"526187913.00","6073205024.00"
"Stadt Flensburg","00193","Frösleeweg",,"526214639.00","6073220237.00"
"Stadt Flensburg","00193","Frösleeweg",,"526244749.00","6073237382.00"
"Stadt Flensburg","00193","Frösleeweg",,"526277266.00","6073256640.00"
"Stadt Flensburg","00192","Frösleer Hof","1","526289280.00","6073291792.00"
"Stadt Flensburg","00192","Frösleer Hof","1","526273191.00","6073320107.00"
"Stadt Flensburg","00192","Frösleer Hof","11","526182769.00","6073361001.00"
"Stadt Flensburg","00192","Frösleer Hof","9","526208571.00","6073375274.00"
"Stadt Flensburg","00192","Frösleer Hof","9a","526235040.00","6073374995.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526902471.00","6073269033.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526938291.00","6073299355.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526953714.00","6073302545.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg","50","526971660.00","6073283694.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526967321.00","6073316335.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526961952.00","6073352962.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg","62","526957170.00","6073385544.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526941824.00","6073416440.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526925876.00","6073406442.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526945003.00","6073508814.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg","71","526931917.00","6073509030.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526947730.00","6073467027.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526948067.00","6073442857.00"
"Stadt Flensburg","00607","Tondernweg",,"527078743.00","6073386834.00"
"Stadt Flensburg","00607","Tondernweg",,"527125760.00","6073401540.00"
"Stadt Flensburg","00544","Schlagbaumweg",,"526753782.00","6073765322.00"
"Stadt Flensburg","00568","Sigurdstraße",,"526766936.00","6073738369.00"
"Stadt Flensburg","00568","Sigurdstraße",,"526777791.00","6073708679.00"
"Stadt Flensburg","00649","Schlagbaumhof",,"526829712.00","6073763908.00"
"Stadt Flensburg","00649","Schlagbaumhof",,"526825363.00","6073793122.00"
"Stadt Flensburg","00544","Schlagbaumweg","5","526800737.00","6073811012.00"
"Stadt Flensburg","00544","Schlagbaumweg",,"526764918.00","6073782492.00"
"Stadt Flensburg","00544","Schlagbaumweg",,"526784365.00","6073807105.00"
"Stadt Flensburg","00544","Schlagbaumweg",,"526835484.00","6073883714.00"
"Stadt Flensburg","00544","Schlagbaumweg",,"526826439.00","6073858697.00"
"Stadt Flensburg","00544","Schlagbaumweg",,"526806435.00","6073834287.00"
"Stadt Flensburg","00109","Am Moorbach",,"526815895.00","6073901850.00"
"Stadt Flensburg","00109","Am Moorbach",,"526786264.00","6073905434.00"
"Stadt Flensburg","00109","Am Moorbach",,"526878523.00","6073898522.00"
"Stadt Flensburg","00109","Am Moorbach",,"526847115.00","6073897562.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526882040.00","6073931293.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526864603.00","6073986001.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526908750.00","6073813037.00"
"Stadt Flensburg","00607","Tondernweg",,"527162444.00","6073410854.00"
"Stadt Flensburg","00229","Gravensteiner Weg","12","527043082.00","6073494292.00"
"Stadt Flensburg","00229","Gravensteiner Weg","11","527007468.00","6073498362.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526895658.00","6073836596.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526891539.00","6073869082.00"
"Stadt Flensburg","00526","Sonderburger Straße",,"526913062.00","6073771709.00"
"Stadt Flensburg","00526","Sonderburger Straße",,"526911161.00","6073741627.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526915672.00","6073708142.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526920604.00","6073672138.00"
"Stadt Flensburg","00229","Gravensteiner Weg",,"526995507.00","6073584671.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526933844.00","6073569975.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526940669.00","6073538531.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"526931599.00","6073605892.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg",,"527119183.00","6073656021.00"
"Stadt Flensburg","00010","Alter Kupfermühlenweg","72","526946576.00","6073599195.00"
"Stadt Flensburg","00007","Alsenstraße",,"526980590.00","6073603390.00"
"Stadt Flensburg","00007","Alsenstraße",,"527010007.00","6073605669.00"
"Stadt Flensburg","00007","Alsenstraße",,"527041580.00","6073608504.00"
"Stadt Flensburg","00007","Alsenstraße",,"527080070.00","6073612432.00"
"Stadt Flensburg","00007","Alsenstraße",,"527115800.00","6073617617.00"
"Stadt Flensburg","00526","Sonderburger Straße",,"527066627.00","6073972780.00"
"Stadt Flensburg","00526","Sonderburger Straße",,"527042060.00","6073947394.00"
"Stadt Flensburg","00526","Sonderburger Straße",,"527015748.00","6073920746.00"
"Stadt Flensburg","00526","Sonderburger Straße",,"526992050.00","6073895666.00"
"Stadt Flensburg","00526","Sonderburger Straße",,"526967124.00","6073869324.00"
"Stadt Flensburg","00526","Sonderburger Straße",,"526944201.00","6073843645.00"
"Stadt Flensburg","00526","Sonderburger Straße",,"526924362.00","6073813226.00"
"Stadt Flensburg","00568","Sigurdstraße",,"526419044.00","6073508916.00"
"Stadt Flensburg","00127","Dorotheenstraße",,"526814882.00","6073261240.00"
"Stadt Flensburg","00123","Am Margarethenhof","26","528316102.00","6071180415.00"
"Stadt Flensburg","00123","Am Margarethenhof","26","528331858.00","6071184320.00"
"Stadt Flensburg","00292","Johannisstraße","80","528336498.00","6071195492.00"
"Stadt Flensburg","00292","Johannisstraße",,"528330049.00","6071161815.00"
"Stadt Flensburg","00292","Johannisstraße",,"528328681.00","6071166724.00"
"Stadt Flensburg","00292","Johannisstraße","84","528322321.00","6071214533.00"
"Stadt Flensburg","00002","Adelbyer Straße",,"529263287.00","6070872850.00"
"Stadt Flensburg","00002","Adelbyer Straße",,"529239883.00","6070861938.00"
"Stadt Flensburg","00002","Adelbyer Straße",,"529213416.00","6070849558.00"
"Stadt Flensburg","00002","Adelbyer Straße",,"529188968.00","6070842314.00"
"Stadt Flensburg","00305","Hele Mond","3","529200573.00","6070815608.00"
"Stadt Flensburg","00305","Hele Mond","5","529215840.00","6070789797.00"
"Stadt Flensburg","00305","Hele Mond","7","529231103.00","6070763996.00"
"Stadt Flensburg","00314","Karlstraße",,"528233310.00","6070997915.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528236988.00","6071013503.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528259136.00","6071018838.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528251088.00","6071050975.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528233104.00","6071035500.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528229084.00","6071051837.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528225318.00","6071067142.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528221313.00","6071083414.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528217303.00","6071098649.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528237879.00","6071103257.00"
"Stadt Flensburg","00668","Wilhelmstraße",,"528244528.00","6071077052.00"
"Stadt Flensburg","00002","Adelbyer Straße",,"529163425.00","6070834429.00"
"Stadt Flensburg","00157","Am Lustgarten","2","529152223.00","6070858365.00"
"Stadt Flensburg","00157","Am Lustgarten","6","529141375.00","6070880472.00"
"Stadt Flensburg","00002","Adelbyer Straße","67","529077446.00","6070804473.00"
"Stadt Flensburg","00002","Adelbyer Straße","83","529131220.00","6070825112.00"
"Stadt Flensburg","00002","Adelbyer Straße","77","529107771.00","6070817460.00"
"Stadt Flensburg","00207","Adelbyer Weg",,"529080090.00","6070783796.00"
"Stadt Flensburg","00002","Adelbyer Straße","49a","528984033.00","6070771696.00"
"Stadt Flensburg","00002","Adelbyer Straße","55","529028070.00","6070789615.00"
"Stadt Flensburg","00398","Martinsberg",,"527918364.00","6070018765.00"
"Stadt Flensburg","00398","Martinsberg","1","527886482.00","6070012315.00"
"Stadt Flensburg","00398","Martinsberg",,"527975264.00","6070034650.00"
"Stadt Flensburg","00398","Martinsberg",,"527956278.00","6070029359.00"
"Stadt Flensburg","00213","Gaußweg","26","529086213.00","6071603183.00"
"Stadt Flensburg","00213","Gaußweg","5","529087499.00","6071642900.00"
"Stadt Flensburg","00213","Gaußweg","26","529046445.00","6071662796.00"
"Stadt Flensburg","00213","Gaußweg","14","529004362.00","6071673323.00"
"Stadt Flensburg","00213","Gaußweg","8","528960133.00","6071671067.00"
"Stadt Flensburg","00001","Adelbyer Kirchenweg",,"528949073.00","6071588667.00"
"Stadt Flensburg","00001","Adelbyer Kirchenweg","21","528995994.00","6071580999.00"
"Stadt Flensburg","00001","Adelbyer Kirchenweg","27","529043656.00","6071575640.00"
"Stadt Flensburg","00001","Adelbyer Kirchenweg","27","529086415.00","6071570831.00"
"Stadt Flensburg","00003","Adelbyheck","35","529354985.00","6071352429.00"
"Stadt Flensburg","00003","Adelbyheck","37","529384505.00","6071371246.00"
"Stadt Flensburg","00003","Adelbyheck",,"529416046.00","6071391620.00"
"Stadt Flensburg","00234","Hafendamm",,"528210886.00","6071232000.00"
"Stadt Flensburg","00234","Hafendamm",,"528223264.00","6071207674.00"
"Stadt Flensburg","00234","Hafendamm",,"528194909.00","6071251652.00"
"Stadt Flensburg","00234","Hafendamm",,"528169971.00","6071213107.00"
"Stadt Flensburg","00533","Süderhofenden",,"528089924.00","6071129393.00"
"Stadt Flensburg","00533","Süderhofenden",,"528130407.00","6071151737.00"
"Stadt Flensburg","00533","Süderhofenden",,"528122781.00","6071178157.00"
"Stadt Flensburg","00445","Norderhofenden",,"528071020.00","6071222671.00"
"Stadt Flensburg","00445","Norderhofenden",,"528076038.00","6071203459.00"
"Stadt Flensburg","00445","Norderhofenden",,"528078056.00","6071185856.00"
"Stadt Flensburg","00445","Norderhofenden",,"528093181.00","6071190563.00"
"Stadt Flensburg","00445","Norderhofenden",,"528087741.00","6071181300.00"
"Stadt Flensburg","00445","Norderhofenden","5","528049018.00","6071251252.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"528002616.00","6070319767.00"
"Stadt Flensburg","00421","Munketoft",,"528028308.00","6070297970.00"
"Stadt Flensburg","00421","Munketoft",,"528066589.00","6070309311.00"
"Stadt Flensburg","00421","Munketoft",,"527961666.00","6070275801.00"
"Stadt Flensburg","00421","Munketoft",,"527938635.00","6070266995.00"
"Stadt Flensburg","00421","Munketoft",,"527988653.00","6070280272.00"
"Stadt Flensburg","00421","Munketoft",,"528000353.00","6070287783.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"527996729.00","6070267219.00"
"Stadt Flensburg","00546","Schleswiger Straße","2","528005529.00","6070343014.00"
"Stadt Flensburg","00421","Munketoft",,"528097478.00","6070287246.00"
"Stadt Flensburg","00552","Schützenkuhle",,"527958743.00","6070377783.00"
"Stadt Flensburg","00267","Husumer Straße",,"527943324.00","6070365226.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"527972110.00","6070060097.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"527973575.00","6070086574.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"527979187.00","6070111672.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"527985676.00","6070136268.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"527992024.00","6070161022.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"527996557.00","6070187947.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"527998320.00","6070215972.00"
"Stadt Flensburg","00546","Schleswiger Straße",,"527997615.00","6070240742.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528217593.00","6070002864.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528126908.00","6070024783.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528138435.00","6070052793.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528150582.00","6070081515.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528158871.00","6070103323.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528162326.00","6070110184.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528172339.00","6070138781.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528181633.00","6070168256.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528189572.00","6070197808.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528182088.00","6070177383.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528202272.00","6070030411.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528189159.00","6070055933.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528175693.00","6070081565.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528204001.00","6070078090.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528219811.00","6070048711.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528232121.00","6070017541.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528189471.00","6070105533.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528196969.00","6070162839.00"
"Stadt Flensburg","00026","Am Mühlenteich",,"528225692.00","6069987644.00"
"Stadt Flensburg","00416","Mühlendamm",,"528300652.00","6070057510.00"
"Stadt Flensburg","00416","Mühlendamm",,"528281665.00","6070045071.00"
"Stadt Flensburg","00416","Mühlendamm",,"528259277.00","6070030406.00"
"Stadt Flensburg","00416","Mühlendamm",,"528335025.00","6070080026.00"
"Stadt Flensburg","00416","Mühlendamm",,"528360852.00","6070096945.00"
"Stadt Flensburg","00416","Mühlendamm","6","528385352.00","6070112993.00"
"Stadt Flensburg","00416","Mühlendamm",,"528415209.00","6070132553.00"
"Stadt Flensburg","00445","Norderhofenden","2","528054976.00","6071231958.00"
"Stadt Flensburg","00445","Norderhofenden","1","528060943.00","6071211653.00"
"Stadt Flensburg","00445","Norderhofenden","1","528066922.00","6071192562.00"
"Stadt Flensburg","00445","Norderhofenden","1","528071050.00","6071178334.00"
"Stadt Flensburg","00445","Norderhofenden","1","528079495.00","6071155700.00"
"Stadt Flensburg","00632","Speicherlinie","42","527960603.00","6071225993.00"
"Stadt Flensburg","00414","Moorlücke","1","529369972.00","6071338532.00"
"Stadt Flensburg","00414","Moorlücke","5","529387376.00","6071307445.00"
"Stadt Flensburg","00414","Moorlücke","9","529399675.00","6071273620.00"
"Stadt Flensburg","00003","Adelbyheck",,"529314929.00","6071231002.00"
"Stadt Flensburg","00003","Adelbyheck",,"529287852.00","6071282322.00"
"Stadt Flensburg","00003","Adelbyheck",,"529305888.00","6071254361.00"
"Stadt Flensburg","00003","Adelbyheck","29","529318825.00","6071328934.00"
"Stadt Flensburg","00003","Adelbyheck","25","529285323.00","6071308072.00"
"Stadt Flensburg","00003","Adelbyheck","25","529252109.00","6071286788.00"
"Stadt Flensburg","00003","Adelbyheck","13","529224583.00","6071264158.00"
"Stadt Flensburg","00003","Adelbyheck","9","529187283.00","6071235285.00"
"Stadt Flensburg","00003","Adelbyheck","9","529151810.00","6071214108.00"
"Stadt Flensburg","00003","Adelbyheck","1","529114606.00","6071194258.00"
"Stadt Flensburg","00651","Waitzstraße",,"528314036.00","6070181090.00"
"Stadt Flensburg","00651","Waitzstraße",,"528311661.00","6070146373.00"
"Stadt Flensburg","00651","Waitzstraße",,"528310335.00","6070112725.00"
"Stadt Flensburg","00651","Waitzstraße",,"528309415.00","6070081775.00"
"Stadt Flensburg","00651","Waitzstraße","55d","528363210.00","6070121616.00"
"Stadt Flensburg","00651","Waitzstraße","55a","528333832.00","6070146902.00"
"Stadt Flensburg","00421","Munketoft","3","528153538.00","6070227864.00"
"Stadt Flensburg","00421","Munketoft","3","528127068.00","6070234077.00"
"Stadt Flensburg","00421","Munketoft","3","528108879.00","6070253019.00"
"Stadt Flensburg","00421","Munketoft","5","528184591.00","6070221733.00"
"Stadt Flensburg","00421","Munketoft",,"528215043.00","6070214163.00"
"Stadt Flensburg","00421","Munketoft",,"528246899.00","6070212777.00"
"Stadt Flensburg","00421","Munketoft","7","528272790.00","6070223882.00"
"Stadt Flensburg","00421","Munketoft",,"528301526.00","6070235536.00"
"Stadt Flensburg","00062","Bahnhofstraße",,"528192911.00","6070228761.00"
"Stadt Flensburg","00062","Bahnhofstraße","34","528194387.00","6070259559.00"
